operation,userId,profileAccess,groupAccess,userAccess,adminAccess,departmentAccess,accessDeviceAccess,phoneNumberExtensionAccess,callingLineIdNumberAccess,serviceAccess,servicePackAccess,sessionAdmissionControlAccess,webBrandingAccess,officeZoneAccess,communicationBarringAccess,networkPolicyAccess,numberActivationAccess,dialableCallerIDAccess,verifyTranslationAndRoutingAccess
service.provider.admin.modify.policy,string,none | Full | Read-Only | None,none | Full | Restricted from Adding or Removing Groups | None,none | Full | Full Profile | Read-Only Profile | No Profile | None,none | Full | Read-Only | None,none | Full | Read-Only | None,none | Full | Associate User With Device | Read-Only,none | Full | Assign To Services and Users | None,none | Full | Read-Only,none | Full | No Authorization | Read-Only,none | Full | None,none | Full | Read-Only | None,none | Full | None,none | Full | Read-Only,none | Full | Read-Only,none | Full | Read-Only | None,none | Full | Read-Only | None,none | Full | Read-Only | None
